,translationSetId,vector
231,770fa717-5ed6-4ab2-ba57-5b18a817b497,"[18 14 22 9 9 27 12 7 9 15 12 11 14 14 12 16 12 9 23 16 12 21 9 11 18 11
 12 9 21 18 12 9 20 12 14 11 20 13 18 12 10 12 18 13 15 9 11 14 19 19 18
 11 9 20 7 17 9 30 14 14 11 18 9 12 12 9 14 9 9 21 7 12 18 12 12 9 14 14
 13 12 17 9 14 9 16 19 17 14 14 9 12 12 15 28 17 18 9 9 9 9 12 14 11 28 9
 9 7 21 12 11 21 10 20 9 17 21 12 16 14 9 12 14 9 10 21 14 9 12 11 18 20 9
 16 9 14 14 14 9 12 17 17 14 14 12 9 17 14 12 12 12 18 12 7 18 14 12 12 16
 16 14 21 18 12 11 12 12 16 12 14 14 9 12 21 12 17 12 11 9 17 12 9 9 12 11
 12 7 19 13 9 21 18 20 11 10 20 17 9 14 18 23 9 13 15 9 20 23 9 23 21 27
 15 11 12 20 9 9 14 9 12 9 9 12 15 24 12 9 9 15 9 20 9 0 15 18 11 17 14 21
 15 11 16 17 27 10 16 10 14 15 21 17 9 12 9 14 10 18 18 21 15 9 14 14 27
 24 9 12 13 15 24 14 14 15 14 17 10 7 12 9 17 16 9 11 20 14 17 11 18 21 12
 19 23 12 9 17 9 9 14 7 14 16 12 9 12 18 7 11 12 9 14 17 12 20 14 12 12 12
 20 12 14 23 25 12 17 9 9 15 7 9 12 15 11 12 11 14 13 19 19 17 12 19 16 11
 12 21 14 16 12 14 12 7 24 11 9 9 14 17 11 30 9 11 16 9 18 20 12 9 11 23
 14 21 9 12 9 13 9 15 9 18 9 12 14 15 12 9 10 21 18 9 9 11 12 21 20 14 22
 15 9 30 24 18 9 18 24 12 9 24 18 21 10 11 9 22 21 9 11 12 22 11 9 12 9 15
 12 13 23 14 11 18 9 21 14 19 12 12 20 23 14 7 20 11 11 14 14 9 14 27 11
 11 19 24 9 15 12 14 12 15 14 9 23 14 9 9 17 11 14 9 12 12 21 9 24 11 9 9
 11 14 17 7 15 20 11 7 22 21 7 10 14 14 9 11 9 9 11 12 9 18 14 23 11 9 14
 12 12 12 9]"
232,778fb79a-2b1c-4696-8909-018dee25142a,"[14 14 13 19 12 12 12 7 9 11 22 11 14 22 14 11 10 9 15 11 10 17 11 11 12 9
 19 14 14 12 10 7 12 12 14 14 17 20 17 12 25 17 10 14 15 11 16 12 15 12 17
 16 26 14 14 15 24 15 12 12 11 14 9 12 14 17 24 9 11 15 7 12 16 14 12 9 19
 17 15 14 22 16 14 7 9 12 9 12 19 9 12 14 18 15 15 15 11 9 16 24 10 14 21
 15 16 14 9 12 24 11 12 17 12 24 15 19 12 16 14 11 22 14 12 10 12 24 11 12
 16 11 12 9 14 11 19 12 19 21 12 15 9 14 14 19 9 27 14 12 24 17 20 19 14
 11 14 12 14 10 11 14 12 9 12 9 19 10 12 10 17 12 9 19 17 12 17 14 11 11
 17 14 14 11 14 9 10 9 10 24 11 12 12 14 9 10 19 15 11 12 27 27 11 9 15 11
 12 15 14 20 12 19 13 9 14 14 19 11 14 9 14 24 11 15 9 15 14 11 9 9 24 12
 9 15 0 11 9 17 12 15 9 16 17 15 14 10 12 15 7 17 15 17 9 10 9 27 10 29 12
 12 11 11 14 24 12 17 11 10 23 20 15 12 12 27 12 17 22 9 12 16 17 12 14 11
 14 19 15 9 22 13 10 12 15 14 26 12 11 9 19 12 14 9 12 9 22 12 9 9 14 11
 12 15 22 19 12 14 12 10 12 10 12 17 12 14 17 9 11 7 17 11 12 14 11 15 11
 24 15 17 10 15 12 14 14 9 29 14 17 12 17 14 14 9 17 21 9 14 14 21 9 15 9
 19 9 9 12 19 12 9 14 17 12 14 14 19 16 9 11 7 21 16 7 20 14 9 10 16 10 15
 12 9 11 11 19 12 19 12 15 14 7 15 15 14 9 14 17 20 11 17 10 14 10 16 11
 22 12 9 9 14 20 9 11 12 9 11 22 9 15 14 11 12 11 12 14 15 14 14 14 15 14
 9 12 9 11 9 14 11 14 12 21 11 15 15 11 11 10 24 12 9 27 9 27 12 9 19 17 9
 14 9 17 14 17 9 17 21 9 9 14 19 22 9 9 12 9 9 20 12 7 12 17 12 9 9 9 11 9
 10 19 14 17 17 11 11 12 20 14 12 16]"
233,77b88782-7ebf-4e66-b1b5-a12b91f8eea1,"[17 12 15 8 8 17 8 6 8 22 10 12 12 10 10 17 8 8 10 17 20 17 10 12 8 10 10
 10 19 22 8 8 10 8 12 10 10 8 8 20 6 8 8 8 10 10 12 10 15 15 8 12 10 12 8
 10 8 17 10 22 12 10 8 20 10 8 12 8 10 10 6 20 19 10 8 8 12 10 8 10 12 10
 12 20 27 15 10 10 12 8 8 10 8 15 10 8 10 20 10 8 8 12 12 15 10 10 8 17 22
 12 17 8 10 8 10 19 10 17 12 10 20 24 8 6 17 12 10 10 12 19 10 10 15 10 12
 10 12 10 10 10 10 12 12 10 20 12 12 8 10 10 8 10 8 19 12 8 10 6 17 12 17
 17 10 22 10 8 8 8 10 10 8 10 10 8 12 10 24 10 12 10 8 10 10 10 8 8 15 8
 10 17 10 24 10 18 12 10 10 10 8 12 10 8 10 10 10 10 8 10 17 19 8 10 10 24
 8 10 12 10 10 8 10 8 8 17 10 10 8 10 8 22 8 17 10 0 10 12 10 20 8 12 8 10
 19 6 15 6 13 10 8 12 8 8 8 22 6 22 8 17 10 10 12 12 17 19 10 8 18 10 17
 10 10 10 10 12 8 8 10 10 24 8 8 12 24 12 10 10 8 8 8 17 10 10 10 15 10 8
 12 6 24 17 10 8 8 8 8 10 10 10 10 10 8 12 10 10 8 8 10 8 22 12 17 10 24 8
 10 8 6 10 8 8 12 8 12 12 8 17 15 10 10 17 15 10 10 19 22 8 8 12 10 8 19
 12 8 10 24 12 22 17 8 10 15 8 8 12 8 20 10 12 10 19 8 10 10 8 10 8 10 19
 8 8 12 8 8 10 6 10 8 8 10 12 10 17 12 10 17 10 8 17 17 10 20 10 19 8 10
 19 8 19 6 12 22 17 17 8 10 10 17 10 10 10 8 10 8 8 10 12 12 8 10 17 12 8
 10 10 12 10 24 8 22 10 12 15 12 10 24 17 12 12 8 17 10 10 8 24 20 8 10 8
 12 10 8 8 12 10 12 8 8 10 17 20 19 12 8 8 10 12 12 8 8 10 10 20 17 17 6 8
 10 10 10 10 8 10 10 8 10 17 10 12 24 10 10 8 22 10 10]"
234,77dc3244-2ab9-4340-bb76-d29401097a09,"[15 11 13 9 13 28 13 7 9 9 9 15 11 15 13 9 13 20 11 9 13 11 13 11 9 15 9 9
 11 28 13 24 15 34 11 19 40 15 9 13 7 9 9 7 13 9 11 11 9 9 9 11 9 11 15 11
 9 15 11 15 11 13 17 9 13 9 11 26 9 24 22 17 11 21 9 34 19 19 7 17 11 17
 19 17 9 9 15 22 11 37 13 13 9 9 15 9 13 9 17 9 13 11 11 9 9 9 15 11 9 11
 22 7 11 9 11 11 26 9 11 13 9 15 13 7 11 11 34 9 11 11 51 9 9 9 15 11 22 9
 21 11 11 28 15 9 17 11 15 13 26 13 9 9 7 28 22 13 9 7 9 11 11 28 30 11 9
 13 7 13 22 15 9 13 9 24 11 13 11 9 15 9 9 9 17 34 9 7 9 7 17 15 24 15 15
 7 11 15 9 11 9 11 17 11 9 26 11 15 9 15 15 11 9 47 9 15 9 21 22 9 9 9 17
 13 9 26 9 9 9 13 9 19 9 11 9 11 0 32 15 9 9 40 7 15 15 7 9 7 24 9 13 11 9
 24 13 11 15 9 9 11 17 21 11 11 11 11 9 9 7 17 11 19 11 9 11 34 7 7 20 9
 15 7 17 11 23 19 15 22 9 13 20 9 22 17 13 7 9 9 40 7 15 13 13 9 9 34 15
 15 9 24 11 15 9 30 40 13 17 13 11 13 11 15 20 13 39 9 9 9 7 24 9 9 11 21
 11 26 7 9 9 15 24 9 9 30 9 22 19 7 9 15 9 7 11 22 13 9 22 11 19 11 26 15
 9 9 9 11 20 9 22 11 15 28 17 9 9 7 9 17 9 11 9 13 26 13 9 17 7 9 9 24 13
 11 9 15 11 15 13 17 34 15 11 17 17 9 11 9 9 11 13 11 7 15 17 9 22 9 11 13
 13 26 24 9 9 9 13 7 11 23 19 13 9 11 15 11 9 9 11 15 11 30 26 11 19 7 15
 13 15 15 11 11 7 15 9 9 9 11 9 17 11 9 11 11 24 13 15 15 11 26 9 21 11 13
 15 11 17 17 11 11 15 7 9 23 40 24 9 26 7 11 11 22 9 15 9 13 11 9 9 11 22
 11 11 9 15 13 13 9 9]"
235,7810d0eb-0034-457b-9cf7-ae7aa21e104f,"[23 21 55 14 21 39 30 12 17 39 19 22 21 23 26 19 29 23 22 27 50 19 29 18
 17 23 28 16 21 22 24 18 23 34 32 19 43 20 17 27 18 23 17 14 49 16 27 27
 17 28 17 24 19 21 14 25 14 26 28 32 50 26 17 23 23 17 24 31 25 34 16 17
 21 26 17 34 44 19 26 19 24 16 32 17 17 17 26 30 24 40 21 26 20 31 37 17
 20 20 16 17 24 21 21 20 19 19 17 27 19 24 30 17 28 14 45 44 36 16 24 20
 20 34 21 15 19 32 33 25 18 18 43 22 14 27 25 27 47 19 23 22 25 44 28 22
 17 32 25 24 36 29 40 19 14 35 32 27 22 15 16 30 22 36 46 25 19 29 25 38
 19 26 17 32 22 30 33 23 27 39 28 19 14 16 22 23 43 14 25 14 16 26 32 31
 26 24 21 37 19 42 17 35 19 18 30 36 27 26 23 35 31 24 28 36 19 31 14 20
 24 19 36 17 19 21 20 37 33 19 20 20 14 19 14 22 22 18 37 0 26 29 14 39 17
 26 25 23 14 15 32 28 27 27 20 29 18 19 18 42 17 30 16 20 24 21 27 24 16
 25 18 22 22 19 19 33 27 31 17 14 19 22 34 17 17 18 25 24 29 25 17 27 17
 19 39 22 20 17 16 20 45 12 28 23 37 14 20 37 14 23 28 23 22 34 17 21 43
 23 25 30 36 29 28 37 30 29 44 14 19 22 12 20 17 20 18 24 21 25 43 19 20
 37 23 19 17 19 22 21 19 43 20 28 19 22 24 18 18 19 27 29 19 25 40 20 22
 17 17 27 17 17 25 24 29 38 17 19 16 20 16 17 19 21 14 21 34 21 17 16 29
 22 17 18 29 18 22 31 24 31 57 19 31 29 22 19 14 22 24 28 19 27 21 21 15
 25 19 25 27 17 24 32 26 26 20 25 20 22 44 20 22 36 18 27 22 19 36 32 19
 28 27 34 30 18 32 22 18 14 25 20 28 31 26 21 23 29 19 16 17 21 20 17 42
 20 50 27 18 18 28 23 21 40 17 26 22 21 31 18 14 14 22 21 54 17 17 23 40
 40 25 34 12 21 25 28 22 26 14 29 16 25 16 16 28 24 24 19 29 32 31 19 19]"
236,783538c2-21d3-4a79-9830-01b9ae3812b9,"[18 40 16 9 16 14 16 7 12 9 12 15 14 15 16 12 16 12 14 12 13 14 16 11 9 18
 12 9 14 12 19 13 18 9 17 14 18 10 9 13 10 9 12 7 16 9 14 14 9 15 35 11 12
 14 7 17 9 18 14 18 14 16 12 9 13 12 14 9 12 16 11 9 14 16 9 12 11 11 10 9
 14 9 17 12 12 9 15 17 40 12 16 16 12 15 21 9 13 9 9 12 16 11 14 12 12 12
 10 14 9 11 17 10 14 9 14 11 12 9 17 13 15 18 16 10 14 17 9 12 11 11 18 9
 9 38 15 14 14 12 13 14 14 11 21 12 12 14 18 16 9 16 9 9 7 11 17 13 15 7 9
 14 17 14 13 14 9 16 36 19 14 21 12 16 12 16 17 16 14 9 18 12 9 9 15 18 15
 7 12 7 9 21 16 15 15 10 11 21 38 14 9 17 12 11 12 12 14 18 12 21 18 14 12
 14 9 15 9 13 43 12 15 12 12 13 9 21 12 12 9 13 9 14 9 14 12 11 15 21 0 15
 9 15 10 44 15 10 9 10 10 12 19 17 9 16 13 11 10 9 12 17 9 13 43 14 14 14
 9 12 10 12 14 14 14 15 14 21 10 7 12 9 18 10 12 37 18 17 21 14 9 19 12 9
 17 12 13 10 9 9 21 7 47 16 16 9 12 12 7 18 12 16 14 44 12 11 18 16 12 16
 14 16 17 21 15 16 17 9 38 35 7 13 12 9 11 16 14 15 10 9 15 21 16 12 12 14
 12 14 11 10 15 18 12 7 14 11 13 38 11 14 14 17 12 15 9 12 9 11 12 12 14
 14 18 11 12 9 9 7 9 12 12 14 9 16 21 16 12 9 7 12 38 13 16 11 15 18 14 18
 16 12 9 21 14 9 9 15 14 12 12 17 16 11 10 18 12 15 14 12 11 19 16 15 13 9
 9 9 13 7 14 21 11 13 9 11 21 14 12 15 11 18 17 11 18 11 11 7 15 13 18 18
 11 14 39 21 12 9 12 14 12 12 11 9 17 14 13 13 18 18 14 12 9 16 17 16 21
 11 9 9 11 11 47 10 12 15 18 10 15 21 7 11 14 14 9 15 9 16 11 12 9 11 14
 14 11 12 15 16 13 12 38]"
237,798b12be-0127-4f41-91df-1a5e71af1e37,"[14 14 15 11 12 23 23 9 14 29 12 11 14 14 17 14 12 20 23 14 30 14 20 11 20
 14 23 9 14 33 15 9 20 14 17 14 23 15 20 32 15 20 18 15 15 11 20 14 12 17
 20 17 14 20 9 20 11 23 23 35 20 95 14 104 14 12 17 11 20 21 9 26 14 17 14
 14 14 14 21 14 17 11 17 24 26 14 23 17 17 20 14 17 15 26 20 18 11 29 11
 14 15 14 14 23 14 12 12 14 26 17 17 12 29 11 17 14 12 11 17 11 29 35 12
 12 14 17 11 18 11 83 23 15 11 14 14 14 17 14 12 17 26 20 17 17 26 17 14
 17 14 18 18 14 9 11 17 20 17 18 11 23 17 14 18 32 14 12 18 21 14 17 14 23
 23 23 26 14 32 11 17 14 11 11 17 14 15 9 12 15 11 17 27 38 17 33 20 20 14
 14 20 26 14 15 15 14 20 23 20 32 14 23 15 14 14 38 11 11 89 12 23 14 14
 12 23 20 20 14 17 15 11 32 11 23 17 23 11 26 17 0 17 11 18 17 20 12 9 12
 12 23 26 20 17 12 11 26 15 32 20 17 17 11 17 14 20 17 11 12 27 15 17 14
 14 20 14 20 12 9 12 17 35 18 14 11 32 17 20 20 20 24 12 12 32 17 11 12 11
 17 17 9 29 12 18 11 17 23 9 14 23 14 17 17 14 20 17 14 14 21 29 12 35 32
 21 20 32 11 14 15 9 11 14 23 11 15 14 14 15 12 15 20 12 14 14 14 17 14 26
 21 17 17 14 9 17 11 11 12 32 20 26 26 20 11 11 14 20 26 14 26 20 23 20 14
 14 14 11 21 11 90 14 14 9 12 23 20 12 11 18 21 20 11 20 11 17 14 23 14 15
 18 9 26 17 20 23 23 17 15 14 20 18 14 12 14 26 20 14 14 11 23 15 17 11 18
 17 23 14 21 23 17 11 26 17 14 17 21 14 23 26 23 35 9 41 17 11 9 14 11 29
 20 11 14 24 20 14 17 12 26 29 20 14 17 26 14 11 11 17 14 14 20 14 17 17
 26 20 11 11 11 17 14 20 12 20 20 14 30 18 17 81 12 20 23 15 17 11 20 11
 12 9 11 23 23 29 14 20 15 26 12 14]"
238,7a27d9cd-4c8e-41d0-88c4-e0dafb39f84b,"[7 7 5 7 5 13 7 18 7 26 5 7 7 7 20 7 5 7 13 7 5 7 58 7 13 20 7 18 7 11 5 5
 13 7 7 7 13 5 13 58 5 7 11 11 5 7 7 7 5 7 13 7 7 13 5 7 7 13 7 58 7 26 58
 7 7 5 7 7 7 11 5 7 7 7 7 7 7 7 5 7 7 7 7 56 7 7 13 7 7 7 20 20 5 13 7 24
 7 7 7 7 5 7 7 13 7 18 5 7 7 7 7 5 13 7 20 7 18 7 20 7 7 7 5 5 7 7 7 5 7 7
 13 5 7 7 20 7 7 7 5 7 13 7 7 7 7 7 7 7 7 5 11 20 5 7 7 7 7 11 7 7 7 7 5 7
 20 5 11 5 7 20 7 7 13 7 7 7 7 7 7 7 7 7 58 7 5 5 5 11 7 7 11 13 7 5 13 7
 7 7 13 13 7 24 5 7 13 64 7 13 7 13 18 7 20 13 7 7 7 18 7 7 7 5 13 7 7 58
 7 24 7 13 7 13 7 7 7 7 7 13 0 7 11 7 13 5 5 5 5 7 13 7 7 5 7 7 5 13 13 7
 13 7 7 7 13 7 7 5 5 5 7 7 7 7 7 7 5 5 5 7 7 11 7 7 13 7 7 7 13 24 5 5 13
 7 7 5 7 7 7 5 7 5 5 7 7 13 5 20 7 20 20 7 7 13 7 7 7 5 13 5 7 13 11 7 20
 7 7 11 5 7 7 13 20 5 20 7 5 5 5 7 5 7 7 7 7 7 7 11 7 7 7 5 7 7 20 5 7 13
 7 13 7 7 7 7 13 13 7 7 7 13 7 7 7 7 7 11 7 11 7 7 5 5 7 13 5 7 5 11 13 7
 7 7 7 7 13 7 5 11 5 13 7 13 58 13 7 5 7 7 11 7 5 20 7 7 7 7 20 7 5 7 7 5
 7 13 7 11 13 7 7 13 7 7 7 11 7 7 13 13 7 5 13 7 7 5 7 7 20 13 7 7 11 7 20
 13 5 7 20 13 7 7 13 7 7 7 7 7 7 7 7 7 7 20 7 7 7 7 7 20 7 18 13 13 7 5 5
 7 5 18 7 7 5 7 7 7 7 5 5 7 7 13 7 7 7 5 7 18 7]"
239,7a2966b5-97fa-4cd3-9408-9e415182ca4e,"[21 14 14 10 19 29 14 8 10 12 12 18 14 16 16 12 14 10 12 12 14 17 16 14 10
 16 17 17 14 20 14 14 16 35 14 25 46 23 15 14 13 15 10 15 16 12 19 12 15
 10 15 19 17 14 23 12 15 16 12 16 14 16 18 10 16 10 14 27 12 16 12 18 19
 24 10 35 27 25 10 20 19 25 22 18 10 10 16 12 19 27 14 16 15 10 16 15 16
 10 25 15 14 14 14 10 17 17 18 12 12 14 12 15 12 15 12 19 29 17 14 16 10
 18 19 8 12 14 37 12 19 14 41 12 15 12 23 12 19 12 24 12 12 31 18 17 18 14
 18 14 29 21 10 17 15 31 14 14 12 8 12 14 12 29 33 12 17 14 10 14 17 16 10
 21 12 14 14 16 14 12 18 12 15 12 20 24 10 10 10 15 20 16 16 18 16 8 19 16
 12 12 15 14 20 14 12 29 12 16 15 21 16 19 10 37 12 18 10 24 14 12 12 15
 20 19 10 16 12 12 10 16 15 20 10 12 17 14 41 35 16 10 10 0 15 16 18 8 15
 13 25 12 14 14 10 14 14 17 16 17 10 12 20 24 14 14 12 14 12 10 8 25 12 20
 12 12 12 26 10 10 12 17 18 10 23 14 26 27 16 12 10 14 10 12 12 20 21 10
 12 10 48 13 18 16 16 10 10 35 18 16 12 16 12 16 10 27 41 16 18 14 12 14
 12 18 12 16 31 10 12 10 8 16 10 15 14 27 14 18 10 17 10 16 16 12 15 20 17
 14 25 10 15 18 12 10 14 14 14 17 14 14 20 12 27 16 10 10 10 19 10 10 17
 14 16 31 23 17 17 10 12 18 12 19 10 14 18 14 10 25 8 12 10 14 16 14 17 16
 19 16 16 25 35 16 12 20 18 12 14 10 12 14 14 14 8 23 20 17 12 10 12 16 21
 16 16 12 10 12 14 10 12 26 22 14 12 12 18 14 12 12 14 16 14 22 16 12 22
 10 18 16 18 16 14 14 10 16 12 12 10 14 10 18 17 10 14 12 14 14 18 16 14
 27 15 24 17 14 18 14 18 18 17 19 23 10 10 24 41 27 17 16 8 14 17 12 12 16
 10 16 12 10 12 17 17 14 14 12 16 14 16 12 17]"
240,7a6bb20e-440e-428d-a735-e417b43aa8a9,"[11 11 9 6 11 12 6 6 6 14 11 8 11 6 8 8 9 6 15 8 6 14 8 8 12 6 13 13 11 14
 9 6 15 6 11 11 17 16 17 6 11 11 15 19 30 8 13 9 11 9 17 13 13 17 13 9 11
 15 6 6 8 14 6 6 8 6 8 6 8 36 6 6 13 8 6 6 13 11 11 8 16 13 11 6 6 6 12 9
 13 6 9 8 14 15 9 17 8 6 13 11 6 8 8 15 13 13 8 9 8 8 9 16 12 11 9 13 11
 13 11 8 9 8 11 9 9 11 8 11 32 8 12 8 11 8 13 9 13 8 8 9 12 8 11 13 6 11
 30 6 8 16 12 13 32 8 11 6 11 12 8 8 9 6 8 6 13 9 17 9 14 9 6 13 17 6 11
 11 8 8 11 30 30 8 11 6 9 8 9 19 8 9 14 14 6 6 19 9 8 9 17 17 8 14 30 8 15
 15 11 20 9 19 9 6 8 14 6 8 11 8 11 11 8 30 12 9 11 8 6 14 11 15 6 15 16 8
 6 11 9 15 12 13 0 9 14 9 11 14 6 11 15 11 6 9 6 11 6 19 15 9 14 8 11 11
 15 11 27 9 9 16 9 9 9 11 9 11 11 8 30 13 11 36 11 8 17 16 9 6 12 15 9 8
 15 8 13 11 8 6 16 30 11 8 11 6 6 12 8 6 8 8 6 9 9 19 6 11 9 6 12 9 9 17
 17 11 11 6 8 12 6 8 28 17 8 11 8 8 30 13 9 9 30 11 11 6 13 11 11 14 14 8
 30 8 11 8 6 13 8 14 6 15 6 6 6 6 12 19 9 6 11 17 9 8 11 13 32 14 8 12 8
 13 6 9 11 31 9 13 6 17 15 6 8 8 35 9 19 9 11 19 6 15 9 14 6 17 11 6 8 11
 15 8 9 13 8 16 9 6 6 11 16 6 8 8 6 14 6 14 15 11 8 12 8 6 30 36 11 11 14
 15 11 8 12 6 8 8 8 8 8 15 8 8 17 9 8 33 9 11 6 12 11 6 17 9 6 6 30 25 11
 6 11 8 14 6 11 8 6 6 11 13 16 8 12 12 6 8 16 9 6 8 14 6 8 6 25 8 6 9 8 11
 11 17 8 8 6 6 8 11 13]"
241,7b137589-30ad-453e-8313-7feeba7c3d51,"[15 40 19 9 13 14 16 7 9 9 12 15 14 18 16 9 16 9 17 9 16 14 13 11 12 15 12
 9 14 12 16 13 18 12 14 11 18 13 12 16 10 12 12 7 19 9 11 14 12 12 38 11 9
 14 7 17 9 21 14 18 11 16 9 12 16 9 14 9 9 19 11 12 11 16 12 9 14 14 13 12
 17 9 14 9 9 12 15 14 40 9 16 16 15 15 21 12 13 9 9 9 16 14 11 15 9 9 7 14
 12 11 14 10 14 9 17 14 12 9 14 13 12 18 13 10 14 14 9 12 11 11 18 9 9 35
 18 14 14 9 16 17 11 14 18 12 9 17 18 16 12 16 12 12 7 11 14 16 12 10 9 14
 14 11 16 11 12 16 36 16 14 18 9 16 15 16 17 16 11 9 21 12 9 9 12 15 12 7
 12 7 9 18 16 18 15 10 14 21 35 14 12 17 9 11 15 9 14 21 9 21 18 14 15 11
 12 18 9 13 40 9 12 9 9 16 9 21 12 9 9 13 9 14 9 17 15 11 15 21 44 15 9 15
 10 0 18 10 9 10 7 15 19 17 9 16 13 14 10 12 12 14 9 13 40 14 14 17 9 12
 13 15 17 14 14 15 14 21 10 7 12 9 21 10 9 37 18 14 21 11 12 19 12 12 17
 12 13 10 9 9 18 7 44 13 16 9 12 12 7 15 12 13 14 47 12 14 18 16 12 16 14
 16 14 21 12 16 17 9 35 35 7 13 12 9 11 16 11 18 13 12 12 21 16 12 9 11 12
 14 14 10 12 18 12 7 17 11 13 35 14 11 11 17 9 15 9 9 12 14 12 9 11 17 18
 14 9 12 9 7 9 9 9 11 9 16 18 13 12 9 10 15 38 13 13 11 12 18 14 18 19 9 9
 21 17 12 9 12 17 12 9 17 16 14 10 15 9 15 14 9 11 16 19 15 13 12 9 9 16 7
 17 18 11 16 9 14 18 17 12 12 14 21 14 11 18 11 11 7 18 13 18 18 11 11 39
 21 9 9 12 14 12 9 14 9 17 14 13 13 21 15 14 9 12 16 14 13 21 11 9 9 11 14
 47 7 9 18 15 7 15 18 7 14 14 14 9 15 9 13 11 12 9 11 14 17 11 9 18 16 16
 12 35]"
242,7b4c1d7c-477e-4343-bf11-01cdda92312f,"[23 14 24 10 14 28 17 8 10 18 12 18 14 19 19 19 14 10 21 19 17 19 16 14 19
 16 15 12 21 21 14 14 22 13 14 12 25 13 19 17 11 13 16 16 19 12 14 12 20
 17 19 14 12 20 10 15 10 32 15 19 14 25 10 13 19 10 17 10 12 25 12 13 21
 19 13 10 17 15 13 15 17 12 14 10 17 20 22 12 17 10 14 19 13 26 19 19 16
 10 12 10 17 17 14 26 12 12 10 19 15 14 19 10 21 10 15 24 12 19 14 16 10
 21 14 8 19 14 12 12 14 21 25 12 17 12 21 12 17 12 19 15 18 17 18 15 10 17
 18 17 15 16 19 15 10 21 14 17 12 17 19 17 19 19 19 12 15 14 16 14 12 16
 10 19 21 17 17 16 14 12 21 12 10 12 12 16 10 10 17 16 12 23 25 27 16 11
 23 19 12 12 19 23 12 20 15 12 18 25 10 25 23 30 13 12 15 27 10 16 14 12
 12 10 12 17 16 26 12 12 10 22 10 18 10 28 15 21 16 21 16 19 16 18 16 19 0
 8 17 8 15 15 23 17 10 14 14 15 11 21 16 19 18 16 14 14 25 24 12 10 11 15
 22 12 12 15 12 21 10 10 12 12 21 16 10 14 24 14 19 12 19 23 10 22 21 15
 16 17 12 10 18 8 18 23 16 10 13 19 10 16 15 16 15 19 10 23 19 16 10 17 21
 14 12 27 25 16 17 10 12 16 8 16 10 16 14 17 14 21 13 22 17 19 16 19 17 12
 15 21 15 19 10 21 12 10 24 14 14 12 17 20 12 28 10 16 17 10 19 23 10 10
 12 23 16 24 10 15 12 16 12 16 12 21 10 14 18 20 10 12 11 21 16 14 16 14
 12 23 23 16 26 18 10 32 22 21 10 18 24 13 12 24 20 24 8 18 12 22 19 10 12
 16 26 16 16 15 10 18 17 16 21 18 14 23 12 22 18 23 12 12 23 25 14 14 25
 12 14 17 21 16 21 29 14 14 19 26 12 18 10 14 13 16 15 10 23 12 14 14 21
 16 14 10 13 19 19 14 28 14 10 10 12 17 21 10 16 25 16 10 22 23 8 17 12 15
 12 16 10 16 12 10 12 19 15 23 14 12 19 17 19 12 12]"
243,7c33a0e2-a4f6-466a-87b0-533b4aad2e91,"[4 7 15 4 4 4 4 4 4 4 7 4 19 4 4 4 27 4 19 12 4 7 4 4 4 4 4 4 7 4 19 4 19
 4 27 4 4 7 4 4 4 4 7 4 7 4 4 27 4 15 4 4 4 19 4 7 4 7 4 4 4 4 4 4 4 4 4 4
 4 15 4 4 4 4 4 4 4 4 7 4 7 4 15 4 4 4 4 27 4 4 7 4 19 15 27 4 4 4 4 4 4 4
 4 7 4 4 4 15 4 4 15 19 4 4 7 4 7 4 7 4 7 4 4 7 7 15 4 7 4 4 4 4 4 12 4 27
 4 4 4 19 4 4 19 4 4 15 7 4 4 7 4 4 4 4 15 4 7 4 4 4 7 4 4 4 4 15 15 15 7
 7 4 4 19 4 7 7 4 16 19 7 4 4 7 4 19 4 15 4 4 7 4 4 4 4 4 27 4 19 4 15 4 4
 15 4 15 7 4 7 15 4 15 4 4 4 4 4 7 4 15 4 4 4 4 15 15 4 4 4 4 7 4 7 7 4 4
 15 7 7 4 4 7 7 4 0 4 19 4 7 7 19 4 27 4 4 4 4 7 15 4 4 7 7 15 7 4 27 7 7
 7 7 19 15 27 7 7 4 7 4 7 7 4 4 7 7 19 4 4 7 19 4 15 4 4 7 4 4 7 4 7 4 15
 4 4 4 4 4 4 4 4 15 7 4 4 7 15 4 12 15 7 7 15 7 7 4 4 12 4 4 7 4 4 4 4 4 7
 4 7 15 7 7 4 4 4 7 4 4 7 4 7 24 7 4 4 4 4 12 4 7 4 4 12 4 4 4 7 4 4 19 7
 4 4 4 4 4 4 4 4 4 16 7 7 4 19 4 12 19 7 4 4 4 7 15 4 27 15 4 4 7 7 4 4 7
 7 12 4 7 19 4 19 4 4 7 15 4 12 7 7 4 4 4 4 4 4 4 19 15 4 4 4 4 15 15 7 7
 4 27 7 4 4 4 4 4 4 4 4 15 12 4 7 7 4 4 7 7 4 4 4 4 7 15 4 4 7 4 7 4 4 4 7
 4 7 4 4 4 4 4 7 4 4 4 4 4 7 15 4 4 7 4 4 4 4 4 16 27 4 4 4 19 4 4 4 12 12
 7 4]"
